Image Path,Label
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (21)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (22)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (23)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (24)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (25)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (26)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (27)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (27)_logo_3.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (27)_logo_2.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (28)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (30)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (6) copy_logo_2.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (31)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ copy_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Tuborg beer can_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Beer Tuborg #Beer copy_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Tuborg snap_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (1) copy_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (1) copy_logo_2.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Beer snap_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (2) copy_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (3) copy_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (4) copy_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Tuborg beer in hand__logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Beer 🍺 copy_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (5) copy_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (6) copy_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Tuborg Beer 🍺 copy_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Tuborg Beer 🍺 (1) copy_logo_2.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Tuborg Beer 🍺 (1) copy_logo_3.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Tuborg Beer 🍺 (1) copy_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (2) copy 2_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (3) copy 2_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (4) copy 2_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ copy 2_logo_2.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ copy 2_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/🍺 copy_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/🍺 copy_logo_2.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/🍺 (1)_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/🍺 (1)_logo_2.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/Beer_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tuborg Beer/_ (1) copy 2_logo_1.jpg,Tuborg Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi Super Dry Lager 330ml_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi Super Dry Draft Beer Bottle (21_4 oz)_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi Super Dry 0_0_ 330mL - 6x330mls_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Discover the Art of Home Draft Experience with Asahi Super Dry Nama Jokki in Singapore_logo_2.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Discover the Art of Home Draft Experience with Asahi Super Dry Nama Jokki in Singapore_logo_1.jpg,Asahi Super Dry Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi Super Dry 620ml, Case of 12_logo_1.jpg",Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Cerveza Asahi Super Dry _ Foto Gastronómica _ Cristina Navarro_logo_2.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Cerveza Asahi Super Dry _ Foto Gastronómica _ Cristina Navarro_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi Super Dry Bière - 5_ - 330mL_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Bière Asahi_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ASAHI SUPER DRY Beer_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi Super Dry (Japan) - Japanese Rice Lager_logo_1.jpg,Asahi Super Dry Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi Super Dry - Tokio, Japon_logo_1.jpg",Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi Beer_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi Beer_logo_3.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi Beer_logo_2.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/_ (8)_logo_4.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Japan_s beer shipments hit record low in 2018 - The Drinks Business_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Japan_s beer shipments hit record low in 2018 - The Drinks Business_logo_2.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/lettstudio_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi (1)_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi (1)_logo_2.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Japan_s Asahi _in Peroni bid_ - The Drinks Business_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Japan_s Asahi _in Peroni bid_ - The Drinks Business_logo_2.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ASAHI SUPER DRY Beer (1)_logo_2.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ASAHI SUPER DRY Beer (1)_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ニュースリリース　2018年8月23日｜アサヒビール_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ビール批評_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/【ふるさと納税】ビール アサヒ スーパードライ Superdry 350ml 24本 1ケース 【ビール・発泡酒 缶ビール おすすめ 人気 ギフト 内祝い お歳暮 asahi 神奈川県 南足柄市 】_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi Super Dry (Japan) - Japanese Rice Lager (1)_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi Beer CGI_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ASAHI SUPER DRY Beer (2)_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ponja_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ponja_logo_2.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ponja_logo_3.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Cerveza Asahi Super Dry _ Foto Gastronómica _ Cristina Navarro (1)_logo_2.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Cerveza Asahi Super Dry _ Foto Gastronómica _ Cristina Navarro (1)_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ニュースリリース　2015年4月23日｜アサヒビール_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ニュースリリース　2015年4月23日｜アサヒビール_logo_2.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi _ #Japan #Beer_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi!_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi!_logo_2.jpg,Asahi Super Dry Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi super dry -- Sympa, mais assez quelconque__logo_1.jpg",Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi beer!_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/4_01_22 voltereta kyoto_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/asahi beer (1)_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Japanese beer_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/im ok__logo_2.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/im ok__logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asadito beer_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi beer (2)_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ASAHI (2)_logo_3.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ASAHI (2)_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ASAHI (2)_logo_2.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Japanese beer__logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Moments_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/“morning sun”_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi (3)_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi beer__logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/04_03  御開帳_logo_2.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/04_03  御開帳_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi Super Dry_s biggest beer can_! JTM Photo No_64_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/9763929d-2faa-4e4e-855b-2d463d457428_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/__logo_4.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/__logo_2.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/__logo_3.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/__logo_5.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi copy_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi Super Dry 0_0_ _ Découvrez le lancement international de la bière sans alcool japonaise_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi _dry__logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi (1) copy_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi (1) copy_logo_3.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi (1) copy_logo_2.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi (1) copy_logo_4.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi copy 2_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi Super Dry (Japan)_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Promotional photography of Asahi Super Dry Beer in the studio in Canterbury__logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Draft Beer At Home_  Asahi’s Foam-Generating Cans Are Beer Lovers’ Dream Come True_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi (1) copy 2_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi_ stop bottling Stanley_s water_logo_2.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi_ stop bottling Stanley_s water_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi ambitious for more acquisitions despite European buying spree_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi Super Dry (Japan) (1)_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi Beer CGI copy_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi (2) copy_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ニュースリリース　2018年4月10日｜アサヒビール_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ニュースリリース　2018年6月1日｜アサヒビール_logo_2.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ニュースリリース　2018年6月1日｜アサヒビール_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ニュースリリース　2018年5月14日｜アサヒビール_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ニュースリリース　2018年6月12日｜アサヒビール_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ニュースリリース　2018年6月18日｜アサヒビール_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ニュースリリース　2018年6月18日｜アサヒビール_logo_2.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ニュースリリース　2018年4月13日｜アサヒビール_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ニュースリリース　2017年9月25日｜アサヒビール_logo_3.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ニュースリリース　2017年9月25日｜アサヒビール_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ニュースリリース　2017年9月25日｜アサヒビール_logo_2.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ニュースリリース　2018年3月19日｜アサヒビール_logo_1.jpg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi Super Dry (Japan).jpeg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi.jpeg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/GUARDADA POR Luis Gonzalez_ 2140.jpeg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ASAHI BREWERIES LIMITED DRAFT BEER ILLUMINATED SIGN _ #456490737.jpeg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/cf7b8fb5-c5ed-400c-88f1-d8b7aa40655e.jpeg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ビール特集 【日本5大ブランドのビール】まずはしっかり押さえておきたい！.jpeg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ASAHI SUPER DRY Beer - Antonio Luna.jpeg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/b745e66c-68c7-4d7d-b317-5583a92f8778.jpeg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi (1).jpeg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi Planning To Make $3_41 Billion Offer For SABMiller’s Grolsch & Peroni Brands.jpeg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/ada00c8c-0a03-46ba-aea3-337067b5020f.jpeg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/7c420967-9c79-42be-bac9-a7c236f384da.jpeg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi (2).jpeg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/아사히맥주 한글레터링.jpeg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi (3).jpeg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi (4).jpeg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/Asahi Beer _ WORKS.jpeg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Asahi Super Dry Beer/アサヒスーパードライの冬限定缶　本日発売！.jpeg,Asahi Super Dry Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona Beer Metal Signs 12_ Round_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona Extra Light Beer__logo_1.jpg,Corona Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Bucket of Corona Extra Beer Bottles Editorial Stock Photo - Image of extra, import_ 104783268_logo_3.jpg",Corona Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Bucket of Corona Extra Beer Bottles Editorial Stock Photo - Image of extra, import_ 104783268_logo_2.jpg",Corona Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Bucket of Corona Extra Beer Bottles Editorial Stock Photo - Image of extra, import_ 104783268_logo_4.jpg",Corona Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Bucket of Corona Extra Beer Bottles Editorial Stock Photo - Image of extra, import_ 104783268_logo_5.jpg",Corona Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Bucket of Corona Extra Beer Bottles Editorial Stock Photo - Image of extra, import_ 104783268_logo_1.jpg",Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Mexican Beer _ Aztec Mexican Food & Liquor _ Wolesale Food_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona Extra Lager Mexican Beer At Hy-Vee_logo_1.jpg,Corona Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona Shirts, Bikinis & Merchandise_logo_1.jpg",Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona USA_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona USA_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona Cerveza with Lime_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona Cerveza with Lime_logo_3.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Fotografía Producto_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona Cerveza with Lime_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/#TimeForCorona_logo_5.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/#TimeForCorona_logo_3.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/#TimeForCorona_logo_4.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Recall Alert_ Some Packs of Corona Beer Might Contain Glass Particles_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/#TimeForCorona_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/#TimeForCorona_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Recall Alert_ Some Packs of Corona Beer Might Contain Glass Particles_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Recall Alert_ Some Packs of Corona Beer Might Contain Glass Particles (1)_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Beer - Corona_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Beer - Corona_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Recall Alert_ Some Packs of Corona Beer Might Contain Glass Particles (1)_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Beer - Corona_logo_3.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Cinco de Mayo Bar Cart - JOHNSTON STYLE_logo_4.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Cinco de Mayo Bar Cart - JOHNSTON STYLE_logo_5.jpg,Corona Beer
